,station,latitude,longitude,year,aqi_pm10,kualitas_udara,month,PM10,musim
70,Changping,,,2015,56.75020732221271,,7.0,66.61776581426649,Musim Panas
71,Changping,,,2016,57.23744254534445,,7.0,67.60217983651226,Musim Panas
72,Changping,,,2013,57.28786513786514,,8.0,67.70405405405405,Musim Panas
73,Changping,,,2014,61.42225077151053,,8.0,76.057200538358,Musim Panas
74,Changping,,,2015,51.93348683579349,,8.0,56.88602442333786,Musim Panas
75,Changping,,,2016,49.683487996496126,,8.0,52.34010840108401,Musim Panas
76,Changping,,,2013,64.84689955106622,,9.0,82.97638888888889,Musim Gugur
77,Changping,,,2014,62.806650888240846,,9.0,78.85425383542538,Musim Gugur
78,Changping,,,2015,49.063606360636065,,9.0,51.08769448373409,Musim Gugur
79,Changping,,,2016,52.04583748789757,,9.0,57.11301859799714,Musim Gugur
80,Changping,,,2013,73.28804872411871,,10.0,100.03095558546434,Musim Gugur
81,Changping,,,2014,90.92976274371622,,10.0,135.67441860465115,Musim Gugur
82,Changping,,,2015,56.261036763574836,,10.0,65.62944162436548,Musim Gugur
83,Changping,,,2016,71.42300362111683,,10.0,96.26280323450135,Musim Gugur
84,Changping,,,2013,64.02954545454546,,11.0,81.325,Musim Gugur
85,Changping,,,2014,82.65663649113858,,11.0,118.95932678821879,Musim Gugur
86,Changping,,,2015,73.1035673187572,,11.0,99.65822784810126,Musim Gugur
87,Changping,,,2016,83.01704545454545,,11.0,119.6875,Musim Gugur
88,Changping,,,2013,63.78952155968285,,12.0,80.84005376344086,Musim Dingin
89,Changping,,,2014,67.40588072505881,,12.0,88.14657534246575,Musim Dingin
90,Changping,,,2015,97.12834630457581,,12.0,148.19808743169398,Musim Dingin
91,Changping,,,2016,86.09205260148656,,12.0,125.90026954177898,Musim Dingin
92,Dingling,,,2014,72.42904775914485,,1.0,98.29542302357837,Musim Dingin
93,Dingling,,,2015,70.14900850248736,,1.0,93.6888130968622,Musim Dingin
94,Dingling,,,2016,59.74593581241781,,1.0,72.67036011080333,Musim Dingin
95,Dingling,,,2014,93.2646953405018,,2.0,140.39193548387098,Musim Dingin
96,Dingling,,,2015,75.48305976430976,,2.0,104.46577380952381,Musim Dingin
97,Dingling,,,2016,48.89340273183068,,2.0,50.743813682678315,Musim Dingin
98,Dingling,,,2013,78.37626604338377,,3.0,110.31123139377537,Musim Semi
99,Dingling,,,2014,79.56717919436628,,3.0,112.71736204576042,Musim Semi
100,Dingling,,,2015,85.45043771043771,,3.0,124.60394557823129,Musim Semi
101,Dingling,,,2016,88.65262447117836,,3.0,131.07366984993178,Musim Semi
102,Dingling,,,2013,63.44745325596389,,4.0,80.14893617021276,Musim Semi
103,Dingling,,,2014,81.69470241988228,,4.0,117.0158273381295,Musim Semi
104,Dingling,,,2015,69.37968384409062,,4.0,92.13446327683616,Musim Semi
105,Dingling,,,2016,81.21848427780631,,4.0,116.05367231638418,Musim Semi
106,Dingling,,,2013,80.24815956171888,,5.0,114.09322033898304,Musim Semi
107,Dingling,,,2014,59.44886879696144,,5.0,72.07016348773843,Musim Semi
108,Dingling,,,2015,65.69905979743157,,5.0,84.69810040705563,Musim Semi
109,Dingling,,,2016,64.54511784511784,,5.0,82.36666666666666,Musim Semi
110,Dingling,,,2013,66.97702515349575,,6.0,87.28011204481793,Musim Panas
111,Dingling,,,2014,44.82178932178932,,6.0,42.51749271137026,Musim Panas
112,Dingling,,,2015,57.57523491540228,,6.0,68.28465829846583,Musim Panas
113,Dingling,,,2016,55.41525280661771,,6.0,63.920612813370475,Musim Panas
114,Dingling,,,2013,51.92049389074885,,7.0,56.859773371104815,Musim Panas
115,Dingling,,,2014,67.56714257964258,,7.0,88.47239010989011,Musim Panas
116,Dingling,,,2015,55.419486531986536,,7.0,63.92916666666667,Musim Panas
117,Dingling,,,2016,54.51717171717171,,7.0,62.10612244897959,Musim Panas
118,Dingling,,,2013,49.264332514332516,,8.0,51.49324324324324,Musim Panas
119,Dingling,,,2014,57.24619528619529,,8.0,67.61986394557823,Musim Panas
120,Dingling,,,2015,52.004633616270965,,8.0,57.029769959404604,Musim Panas
121,Dingling,,,2016,45.85951910408432,,8.0,44.61413043478261,Musim Panas
122,Dingling,,,2013,54.62109203927386,,9.0,62.31608391608392,Musim Gugur
123,Dingling,,,2014,58.90834949782318,,9.0,70.97809388335703,Musim Gugur
124,Dingling,,,2015,47.671343842891964,,9.0,48.274755927475596,Musim Gugur
125,Dingling,,,2016,48.65382048715382,,9.0,50.25975975975976,Musim Gugur
126,Dingling,,,2013,67.72001262626263,,10.0,88.78125,Musim Gugur
127,Dingling,,,2014,86.42462774887842,,10.0,126.57220708446866,Musim Gugur
128,Dingling,,,2015,57.246882998926594,,10.0,67.62125340599455,Musim Gugur
129,Dingling,,,2016,64.55097059985329,,10.0,82.37849162011173,Musim Gugur
130,Dingling,,,2013,59.32878155687614,,11.0,71.82753824756607,Musim Gugur
131,Dingling,,,2014,68.22306890382204,,11.0,89.7976290097629,Musim Gugur
132,Dingling,,,2015,68.52275227522752,,11.0,90.4031117397454,Musim Gugur
133,Dingling,,,2016,73.08660420359585,,11.0,99.62395543175488,Musim Gugur
134,Dingling,,,2013,55.566458664709,,12.0,64.22611036339165,Musim Dingin
135,Dingling,,,2014,55.837775843247805,,12.0,64.77428180574556,Musim Dingin
136,Dingling,,,2015,88.74435490640477,,12.0,131.2590027700831,Musim Dingin
137,Dingling,,,2016,76.33241505968779,,12.0,106.18181818181819,Musim Dingin
138,Dongsi,,,2014,79.4936026936027,,1.0,112.56870748299319,Musim Dingin
139,Dongsi,,,2015,81.34828282828283,,1.0,116.31591836734694,Musim Dingin
140,Dongsi,,,2016,67.3633100860557,,1.0,88.06056527590847,Musim Dingin
141,Dongsi,,,2014,96.33964068162541,,2.0,146.60458015267176,Musim Dingin
142,Dongsi,,,2015,87.68470957708627,,2.0,129.11808669656205,Musim Dingin
143,Dongsi,,,2016,53.876715128160214,,2.0,60.8121387283237,Musim Dingin
144,Dongsi,,,2013,88.62750142938822,,3.0,131.02291105121293,Musim Semi
145,Dongsi,,,2014,88.2744266351265,,3.0,130.30955585464335,Musim Semi
146,Dongsi,,,2015,106.83672655516918,,3.0,167.8129781420765,Musim Semi
147,Dongsi,,,2016,95.41828002244668,,3.0,144.74305555555554,Musim Semi
148,Dongsi,,,2013,72.56604938271605,,4.0,98.57222222222222,Musim Semi
149,Dongsi,,,2014,96.7807486631016,,4.0,147.49579831932772,Musim Semi
150,Dongsi,,,2015,84.49762412861006,,4.0,122.67887323943663,Musim Semi
151,Dongsi,,,2016,82.03745791245791,,4.0,117.70833333333333,Musim Semi
152,Dongsi,,,2013,89.10379330943849,,5.0,131.98521505376345,Musim Semi
153,Dongsi,,,2014,85.10968653930611,,5.0,123.91548913043479,Musim Semi
154,Dongsi,,,2015,69.61463693539164,,5.0,92.60916442048517,Musim Semi
155,Dongsi,,,2016,65.7213480963481,,5.0,84.74313186813187,Musim Semi
156,Dongsi,,,2013,81.02808333684551,,6.0,115.66898470097358,Musim Panas
157,Dongsi,,,2014,61.9143946428069,,6.0,77.05153203342618,Musim Panas
158,Dongsi,,,2015,64.29713188220231,,6.0,81.8656338028169,Musim Panas
159,Dongsi,,,2016,60.48565839942542,,6.0,74.16490166414523,Musim Panas
160,Dongsi,,,2013,63.761892786789055,,7.0,80.78423236514523,Musim Panas
161,Dongsi,,,2014,72.88264561948773,,7.0,99.21187584345479,Musim Panas
162,Dongsi,,,2015,64.70337289448999,,7.0,82.6864064602961,Musim Panas
163,Dongsi,,,2016,63.44598155467721,,7.0,80.14596273291926,Musim Panas
164,Dongsi,,,2013,66.51766225473122,,8.0,86.35201149425288,Musim Panas
165,Dongsi,,,2014,64.31000571755288,,8.0,81.89164420485174,Musim Panas
166,Dongsi,,,2015,57.85371280371281,,8.0,68.8472972972973,Musim Panas
167,Dongsi,,,2016,52.502883081830454,,8.0,58.036437246963565,Musim Panas
168,Dongsi,,,2013,73.37957570130271,,9.0,100.2158774373259,Musim Gugur
169,Dongsi,,,2014,70.75316587291552,,9.0,94.90945757997217,Musim Gugur
170,Dongsi,,,2015,58.78854184301112,,9.0,70.73603351955308,Musim Gugur
171,Dongsi,,,2016,59.437847268035945,,9.0,72.04789550072569,Musim Gugur
172,Dongsi,,,2013,77.70456249403618,,10.0,108.95411605937922,Musim Gugur
173,Dongsi,,,2014,102.11120640365924,,10.0,158.26549865229111,Musim Gugur
174,Dongsi,,,2015,75.82258903397114,,10.0,105.15176151761517,Musim Gugur
175,Dongsi,,,2016,83.05410541054107,,10.0,119.76237623762377,Musim Gugur
176,Dongsi,,,2013,73.02903864795381,,11.0,99.5076495132128,Musim Gugur
177,Dongsi,,,2014,90.52064420428056,,11.0,134.84783216783217,Musim Gugur
178,Dongsi,,,2015,89.6477698331631,,11.0,133.08426966292134,Musim Gugur
179,Dongsi,,,2016,93.19581930415262,,11.0,140.25277777777777,Musim Gugur
180,Dongsi,,,2013,70.57778049310308,,12.0,94.55510752688173,Musim Dingin
181,Dongsi,,,2014,73.10744580716764,,12.0,99.66606397774686,Musim Dingin
182,Dongsi,,,2015,109.26435316530296,,12.0,172.71777476255087,Musim Dingin
183,Dongsi,,,2016,116.93886373832537,,12.0,188.22341857335127,Musim Dingin
184,Guanyuan,,,2014,89.52727272727273,,1.0,132.84081632653061,Musim Dingin
185,Guanyuan,,,2015,76.18555914334601,,1.0,105.88510928961747,Musim Dingin
186,Guanyuan,,,2016,65.82783419660943,,1.0,84.95827725437415,Musim Dingin
187,Guanyuan,,,2014,98.94633451075168,,2.0,151.87116564417178,Musim Dingin
188,Guanyuan,,,2015,80.57138549675864,,2.0,114.74626865671642,Musim Dingin
189,Guanyuan,,,2016,51.93427066049544,,2.0,56.887608069164266,Musim Dingin
190,Guanyuan,,,2013,87.54688393367638,,3.0,128.83962264150944,Musim Semi
191,Guanyuan,,,2014,89.7623954599761,,3.0,133.31586021505376,Musim Semi
192,Guanyuan,,,2015,91.59914265268488,,3.0,137.0268392370572,Musim Semi
193,Guanyuan,,,2016,94.97352791213638,,3.0,143.84447476125513,Musim Semi
194,Guanyuan,,,2013,71.31912439154779,,4.0,96.05292479108635,Musim Semi
195,Guanyuan,,,2014,91.86392009987514,,4.0,137.56179775280899,Musim Semi
196,Guanyuan,,,2015,83.0179193060549,,4.0,119.68926553672317,Musim Semi
197,Guanyuan,,,2016,87.54598167856278,,4.0,128.83779971791256,Musim Semi
198,Guanyuan,,,2013,91.01606651392672,,5.0,135.84878744650499,Musim Semi
199,Guanyuan,,,2014,85.30441441441441,,5.0,124.30891891891892,Musim Semi
200,Guanyuan,,,2015,76.81238638072196,,5.0,107.15155615696888,Musim Semi
201,Guanyuan,,,2016,73.22895622895624,,5.0,99.91156462585035,Musim Semi
202,Guanyuan,,,2013,84.20360770430312,,6.0,122.08484005563282,Musim Panas
203,Guanyuan,,,2014,61.58118037116646,,6.0,76.37830319888734,Musim Panas
204,Guanyuan,,,2015,65.17815408991879,,6.0,83.64565826330532,Musim Panas
205,Guanyuan,,,2016,66.42281954834256,,6.0,86.16039051603906,Musim Panas
206,Guanyuan,,,2013,63.06244392347544,,7.0,79.37106017191977,Musim Panas
207,Guanyuan,,,2014,78.52542205269478,,7.0,110.61258741258742,Musim Panas
208,Guanyuan,,,2015,63.603104212860316,,7.0,80.46341463414635,Musim Panas
209,Guanyuan,,,2016,66.73072533242025,,7.0,86.78248587570621,Musim Panas
210,Guanyuan,,,2013,64.3782916649673,,8.0,82.02960969044415,Musim Panas
211,Guanyuan,,,2014,67.22089953589953,,8.0,87.77283783783784,Musim Panas
212,Guanyuan,,,2015,58.21424338886822,,8.0,69.57571623465212,Musim Panas
213,Guanyuan,,,2016,56.20197930724246,,8.0,65.51012145748987,Musim Panas
214,Guanyuan,,,2013,73.2651655443322,,9.0,99.98472222222222,Musim Gugur
215,Guanyuan,,,2014,67.49510913329095,,9.0,88.32685314685314,Musim Gugur
216,Guanyuan,,,2015,57.67211328976035,,9.0,68.48039215686275,Musim Gugur
217,Guanyuan,,,2016,61.90025071373708,,9.0,77.02295552367288,Musim Gugur
218,Guanyuan,,,2013,83.1623910708702,,10.0,119.98115746971736,Musim Gugur
219,Guanyuan,,,2014,97.0953573677151,,10.0,148.13143631436316,Musim Gugur
220,Guanyuan,,,2015,70.48397958075377,,10.0,94.36559139784946,Musim Gugur
221,Guanyuan,,,2016,78.63512845849802,,10.0,110.83423913043478,Musim Gugur
222,Guanyuan,,,2013,76.22177266405362,,11.0,105.95827538247566,Musim Gugur
223,Guanyuan,,,2014,81.91395905457965,,11.0,117.45881523272215,Musim Gugur
224,Guanyuan,,,2015,87.55386495048941,,11.0,128.85372714486638,Musim Gugur
225,Guanyuan,,,2016,96.6441185147722,,11.0,147.21974965229487,Musim Gugur
226,Guanyuan,,,2013,76.77595850982948,,12.0,107.07795698924731,Musim Dingin
227,Guanyuan,,,2014,65.43412414511465,,12.0,84.1628222523745,Musim Dingin
228,Guanyuan,,,2015,106.19190548634239,,12.0,166.5101763907734,Musim Dingin
229,Guanyuan,,,2016,105.34652038555134,,12.0,164.8021534320323,Musim Dingin
230,Gucheng,,,2014,85.39318704284221,,1.0,124.48827586206896,Musim Dingin
231,Gucheng,,,2015,80.72745378311416,,1.0,115.06159029649595,Musim Dingin
232,Gucheng,,,2016,71.51268419689472,,1.0,96.44399460188934,Musim Dingin
233,Gucheng,,,2014,97.73477102311458,,2.0,149.42331288343559,Musim Dingin
234,Gucheng,,,2015,85.19791666666666,,2.0,124.09375,Musim Dingin
235,Gucheng,,,2016,53.491938195266705,,2.0,60.03473227206946,Musim Dingin
236,Gucheng,,,2013,96.26477221470455,,3.0,146.4533152909337,Musim Semi
237,Gucheng,,,2014,100.29110665887526,,3.0,154.58815426997245,Musim Semi
238,Gucheng,,,2015,101.29806236754466,,3.0,156.6226158038147,Musim Semi
239,Gucheng,,,2016,98.93650006201166,,3.0,151.85129604365622,Musim Semi
240,Gucheng,,,2013,78.08110896196003,,4.0,109.71489361702127,Musim Semi
241,Gucheng,,,2014,111.4702005391155,,4.0,177.17448680351907,Musim Semi
242,Gucheng,,,2015,86.49237832874196,,4.0,126.7090909090909,Musim Semi
243,Gucheng,,,2016,90.2137213721372,,4.0,134.22772277227722,Musim Semi
244,Gucheng,,,2013,98.22408365497797,,5.0,150.4119241192412,Musim Semi
245,Gucheng,,,2014,98.5702648102648,,5.0,151.11135135135135,Musim Semi
246,Gucheng,,,2015,79.78631635212368,,5.0,113.16010854816825,Musim Semi
247,Gucheng,,,2016,75.78471444955713,,5.0,105.07523939808482,Musim Semi
248,Gucheng,,,2013,89.18438575701146,,6.0,132.14804469273744,Musim Panas
249,Gucheng,,,2014,69.20108024691358,,6.0,91.77361111111111,Musim Panas
250,Gucheng,,,2015,70.83905155635114,,6.0,95.08298171589311,Musim Panas
251,Gucheng,,,2016,72.03535353535354,,6.0,97.5,Musim Panas
252,Gucheng,,,2013,65.07416087606047,,7.0,83.43554952510176,Musim Panas
253,Gucheng,,,2014,92.0393953025532,,7.0,137.91632928475033,Musim Panas
254,Gucheng,,,2015,65.8923916585207,,7.0,85.08870967741936,Musim Panas
255,Gucheng,,,2016,69.93699477910005,,7.0,93.26045883940621,Musim Panas
256,Gucheng,,,2013,68.15980560320183,,8.0,89.66981132075472,Musim Panas
257,Gucheng,,,2014,76.45618891618892,,8.0,106.4318918918919,Musim Panas
258,Gucheng,,,2015,61.04539287035895,,8.0,75.29579375848033,Musim Panas
259,Gucheng,,,2016,61.32380485012064,,8.0,75.8582995951417,Musim Panas
260,Gucheng,,,2013,73.52536491479468,,9.0,100.51043115438108,Musim Gugur
261,Gucheng,,,2014,80.60739758698092,,9.0,114.81902777777778,Musim Gugur
262,Gucheng,,,2015,61.25022176438607,,9.0,75.70963172804532,Musim Gugur
263,Gucheng,,,2016,69.28242016120805,,9.0,91.93795093795094,Musim Gugur
264,Gucheng,,,2013,83.22892907570326,,10.0,120.11559139784946,Musim Gugur
265,Gucheng,,,2014,104.76580923949345,,10.0,163.6288798920378,Musim Gugur
266,Gucheng,,,2015,78.479035639413,,10.0,110.51886792452831,Musim Gugur
267,Gucheng,,,2016,79.14408233276157,,10.0,111.86253369272237,Musim Gugur
268,Gucheng,,,2013,70.22180076143914,,11.0,93.83588317107093,Musim Gugur
269,Gucheng,,,2014,92.63009141696293,,11.0,139.10977653631286,Musim Gugur
270,Gucheng,,,2015,92.2448150140458,,11.0,138.33136094674558,Musim Gugur
271,Gucheng,,,2016,94.83611884865368,,11.0,143.56685236768803,Musim Gugur
272,Gucheng,,,2013,72.83166340827631,,12.0,99.10887096774194,Musim Dingin
273,Gucheng,,,2014,72.56623219988214,,12.0,98.57259158751697,Musim Dingin
274,Gucheng,,,2015,112.93872053872053,,12.0,180.14149659863946,Musim Dingin
275,Gucheng,,,2016,105.12740922740923,,12.0,164.35945945945946,Musim Dingin
276,Huairou,,,2014,75.20276130873957,,1.0,103.89945652173913,Musim Dingin
277,Huairou,,,2015,70.89528848265262,,1.0,95.19660326086957,Musim Dingin
278,Huairou,,,2016,56.78066182802313,,1.0,66.67929634641408,Musim Dingin
279,Huairou,,,2014,94.90854279226372,,2.0,143.71317829457365,Musim Dingin
280,Huairou,,,2015,74.96487312887916,,2.0,103.41882530120483,Musim Dingin
281,Huairou,,,2016,48.403484921574645,,2.0,49.75397973950796,Musim Dingin
282,Huairou,,,2013,82.1811502337818,,3.0,117.99865047233469,Musim Semi
283,Huairou,,,2014,82.91758987726729,,3.0,119.48655913978494,Musim Semi
284,Huairou,,,2015,89.89537923696611,,3.0,133.5845417236662,Musim Semi
285,Huairou,,,2016,80.12110202845898,,3.0,113.83651226158038,Musim Semi
286,Huairou,,,2013,70.71870515742383,,4.0,94.83983286908078,Musim Semi
287,Huairou,,,2014,87.62557424031695,,4.0,128.99860917941587,Musim Semi
288,Huairou,,,2015,73.29681527760069,,4.0,100.04866760168302,Musim Semi
289,Huairou,,,2016,77.14935481987506,,4.0,107.83236994219654,Musim Semi
290,Huairou,,,2013,90.70142546964978,,5.0,135.21308411214955,Musim Semi
291,Huairou,,,2014,69.48953452046236,,5.0,92.35640648011783,Musim Semi
292,Huairou,,,2015,67.05957690108633,,5.0,87.44690026954177,Musim Semi
293,Huairou,,,2016,64.23888751272948,,5.0,81.74795640326975,Musim Semi
